category,rating,label,text,validity
Movies_and_TV_5,5,OR,Love this movie! Now I can watch it whenever I want!,0
Movies_and_TV_5,4,OR,a neat movie....  although I like th newer one better...,0
Movies_and_TV_5,4,OR,It is a good action movie.  I enjoyed watching it.,0
Movies_and_TV_5,5,OR,"Good part 2, but watch RED before you watch this one",0
Movies_and_TV_5,5,OR,Really is for beginners. Teaches you how to breathe and rekax.,0
Movies_and_TV_5,3,OR,This actually is pretty much exactly what has happened to everyone.,0
Movies_and_TV_5,5,OR,Great movie  comedy / drama  a favorite of mine,0
Movies_and_TV_5,5,OR,"Excellent Movie, packaging and disc not scratched or damaged.",0
Movies_and_TV_5,4,OR,I really like this movie. I have watched it several times!,0
Movies_and_TV_5,5,OR,"Can't beat those British dramas. Costuming, script and actors, just lovely.",0
Movies_and_TV_5,3,OR,It's ok if you like watching those cheesy sy-fy TV movies,0
Movies_and_TV_5,5,OR,Never yet seen a film starring Bill Nighy that wasn't terrific.,0
Movies_and_TV_5,5,OR,I really enjoyed this movie. It was a good love story.,0
Movies_and_TV_5,2,OR,Did not like very much. To much cussing in that movie.,0
Movies_and_TV_5,5,OR,I learn a lot from Jimmy Bruno cd's.,0
Movies_and_TV_5,3,OR,I don't do movie or book reviews beyond the star system.,0
Movies_and_TV_5,4,OR,"Getting tired of it, but want to see how it ends.",0
Movies_and_TV_5,5,OR,My Granddaughter loves it she watchs it over and over again,0
Movies_and_TV_5,1,OR,First Season somewhat lame but will improve int the second season.,0
Movies_and_TV_5,2,OR,Boaring... I didn't even finish the movie... not going to either.,0
Movies_and_TV_5,4,OR,Loki needs his own movie one of the villains you love/hate.,0
Movies_and_TV_5,4,OR,Intense horse journey along the Continental Divide. Horses endure. Personalities collide.,0
Movies_and_TV_5,5,OR,"Blood, gore, war, tattoos, what more do you want from Vikings??",0
Movies_and_TV_5,4,OR,Funny film I really enjoyed the humor and interactions especially Oz,0
Movies_and_TV_5,5,OR,Present for my grandson who is a fanatic about Harry Potter.,0
Movies_and_TV_5,5,OR,My wife can watch this any time of the year now,0
Movies_and_TV_5,5,OR,"Great movie.  In fact, I order the newest one, resurgence.",0
Movies_and_TV_5,4,OR,realistic spin on the fairy tail all girls grow up coveting.,0
Movies_and_TV_5,5,OR,Great movie! A little slow paced but good all the same,0
Movies_and_TV_5,5,OR,"A great, funny movie that you can watch with your kids.",0
Movies_and_TV_5,5,OR,Great family movie. Have to watch it over and over again.,0
Movies_and_TV_5,5,OR,So amazing.  Transforms your mind to to Harry Potter world,0
Movies_and_TV_5,5,OR,Matt who? Renner was a good fit in the replacement role!,0
Movies_and_TV_5,5,CG,"Treme is four seasons of a series, with the third season being released on DVD in 2012.",1
Movies_and_TV_5,4,CG,"I liked this movie however, it was a very good movie.  There were a few moments in",1
Movies_and_TV_5,4,CG,great  movie arrived in time to be the best in the history of this great movie!  The,1
Movies_and_TV_5,5,CG,It is so interesting watching this movie and the movie itself.  I also enjoyed the movie and the,1
Movies_and_TV_5,5,CG,"Seinfeld is nothing but funny.  He's an interesting character, but not one that I would",1
Movies_and_TV_5,5,CG,Fantastic movie from my childhood.  I love the movie.  My husband and I both,1
Movies_and_TV_5,5,CG,It is a great serial.  I love the movie.  The plot is just a little too,1
Movies_and_TV_5,3,CG,cute movie however as I saw it at the theater. I saw it for the first time and,1
Movies_and_TV_5,4,CG,"Very nice movie, I wish it had been longer.Very good movie.Nice story, but not",1
Movies_and_TV_5,5,CG,Funny guy. Some parts are better than others. Overall a good movie.,1
Movies_and_TV_5,5,CG,great as ever. I am not an expert on the subject but it's one of the best movies,1
Movies_and_TV_5,4,CG,I like the special effects.  I love the movie.  The plot is just a little too,1
Movies_and_TV_5,5,CG,Fantastic TV show with high quality picture and sound. I will watch this again.,1
Movies_and_TV_5,5,CG,This movie is one of the most entertaining movies I've seen in a long time.,1
Movies_and_TV_5,1,CG,my son watched it and it was so funny. I will watch it again.,1
Movies_and_TV_5,5,CG,"Good. Much more involved than what I expected. Great show.

The only reason I gave",1
Movies_and_TV_5,5,CG,Can anything with Tom in it? The only reason I didn't like this is because I just can,1
Movies_and_TV_5,4,CG,"Great story, well done.  Not an easy movie to watch but it's fun to watch.",1
Movies_and_TV_5,3,CG,it was ok. Didn't find it entertaining. Not for everyone.,1
Movies_and_TV_5,5,CG,"Tina Fey was excellent for this role, as well. I saw her in a variety of roles",1
Movies_and_TV_5,4,CG,"It was pretty good. Not a bad movie, just not a lot of action.",1
Movies_and_TV_5,4,CG,"This DVD is really a good movie, with lots of action and lots of beautiful scenery.",1
Movies_and_TV_5,2,CG,"Unfortunately, the dvd was damaged and the dvd was in good shape.",1
Movies_and_TV_5,5,CG,Something surprising (shocking?) in every way. The movie is a good one.,1
Movies_and_TV_5,4,CG,The video quality is meh.  I love the movie.  The music is beautiful. ,1
Movies_and_TV_5,4,CG,"Very funny. Lives turned upside down. The movie is funny.

The only reason I gave",1
Movies_and_TV_5,5,CG,"Absolutely loved the series and the characters, the movie is good enough to make a movie.",1
Movies_and_TV_5,4,CG,Good family moive to watch. Excellent family movie. Very good movie.,1
Movies_and_TV_5,5,CG,"The movie did meet my expectations. The story line is good, and the acting is top notch.",1
Movies_and_TV_5,5,CG,This is one wonderful series!  I love the movie.  The plot is just amazing! ,1
Movies_and_TV_5,3,CG,"Decent Movie, but I was disappointed. The movie was just too slow. There were too many",1
Movies_and_TV_5,1,CG,This is the worst Star Trek movie I've ever seen.  The only reason I gave it 5,1
Movies_and_TV_5,5,CG,Great movie a lot of fun. The story line is good but not as good as the one we,1
Movies_and_TV_5,5,CG,Really outstanding entertainmentat a great price. The movie is a good one.,1
Movies_and_TV_5,5,OR,Pure entertainment.  B+ to A+ movies.  You cannot go wrong.,0
Movies_and_TV_5,5,OR,Great DVD set for a great story.  Just started rematching it!,0
Movies_and_TV_5,4,OR,Things get a bit crazy and allot of revenge ! Good season,0
Movies_and_TV_5,4,OR,Tenderhearted story.  It might be a little slow moving for some.,0
Movies_and_TV_5,5,OR,Zootopia is a well made movie with good moral to the story.,0
Movies_and_TV_5,5,OR,Happy fantasy movie with a happy ending. Rex Harrison is the best.,0
Movies_and_TV_5,1,OR,I will never get back the time wasted on this ridiculous show.,0
Movies_and_TV_5,5,OR,"great show.  I watched it via Amazon Prime.
just started season two.",0
Movies_and_TV_5,4,OR,"Pleasant way to spend an evening, does not have to be profound.",0
Movies_and_TV_5,5,OR,Not quite Mel Brooks but certainly a very close second.,0
Movies_and_TV_5,5,OR,"Very well acted and directed, a Dickens classic!  A must see!",0
Movies_and_TV_5,1,OR,Didn't like that they were both either married or in a relationship.,0
Movies_and_TV_5,4,OR,"Not as good as the movies, but my daughter still likes it.",0
Movies_and_TV_5,5,OR,Very funny and different that your typical TV show - Highly reccomended,0
Movies_and_TV_5,2,OR,"This is a very boring movie. But, the Canada scenery is nice",0
Movies_and_TV_5,4,OR,"hilarious!!  not as funny as some tyler perry movies, but enjoyable.",0
Movies_and_TV_5,5,OR,It's an awesome show I love it...can't wait till the next season.,0
Movies_and_TV_5,1,OR,I hated this film. It was not my favorite Zac Efron movie.,0
Movies_and_TV_5,5,OR,Nothing better to get the patriotic blood running. Wonderful movie.,0
Movies_and_TV_5,5,OR,"Although Two Gladiators is a little better, this one is good also.",0
Movies_and_TV_5,5,OR,Wonderful comedy! Excellent acting and writing. I can't wait for season 2.,0
Movies_and_TV_5,3,OR,"Interesting story, a bit over acted on what the real person was",0
Movies_and_TV_5,5,OR,"Wonderful, happy to find the Diagnosis Murder movies. Enjoyed them very much.",0
Movies_and_TV_5,1,OR,If I could I would get it NO stars!! I hate it.,0
Movies_and_TV_5,5,OR,My son loves this show and I enjoy watching it with him.,0
Movies_and_TV_5,4,OR,"A serious and interesting movie with
great shoot em for people like me",0
Movies_and_TV_5,2,OR,Great show till Larry envisioned himself as some great savior of Blacks.,0
Movies_and_TV_5,5,OR,Very entertaining movie! Loved it and can't wait for the next Chapter!,0
Movies_and_TV_5,5,OR,"Excellent cast, storyline and very humorous. Don't miss out on this one.",0
Movies_and_TV_5,4,OR,see if you can find the symbolism of a Heaven like experience,0
Movies_and_TV_5,5,OR,"Truly a ""feel good"" series.  I hated to see it end.",0
Movies_and_TV_5,5,OR,Grew up watching this series and now I own the entire series.,0
Movies_and_TV_5,2,OR,My mistake I thought I was ordering the one with Margot Kidder.,0
Movies_and_TV_5,5,OR,"Johnny, juliette, and Leonardo show how theirs talented is remarkable.",0
Movies_and_TV_5,5,CG,"Love this movie it still holds up well.  The acting is top notch, the directing is top",1
Movies_and_TV_5,5,CG,Delivered fine. Packed well. Item arrived in perfect condition. Very good movie.,1
Movies_and_TV_5,3,CG,"enjoyable movie, pretty predictable but not an easy movie to watch.",1
Movies_and_TV_5,3,CG,It was not a moving film. The story was very good. The characters were well developed and the,1
Movies_and_TV_5,5,CG,Love this dvd. Can't go wrong with it.Watched this on TV for the first,1
Movies_and_TV_5,5,CG,Best series I have ever seen. The characters are just good. The story is well written and the,1
Movies_and_TV_5,5,CG,"Between this and Elmer Gantry,,, the movie is an adaptation of the book by the late",1
Movies_and_TV_5,5,CG,"Just can not get enough of this movie.  The characters are believable, the acting is just ok",1
Movies_and_TV_5,5,CG,I loved it!!!  Can't wait to watch it again.  My husband and I both love,1
Movies_and_TV_5,5,CG,Del Toro is a genius.  He is an actor who has a lot of potential in this film,1
Movies_and_TV_5,5,CG,I SIMPLY LOVE DETECTIVE AND THE MOVIE WILL BE A TEN YEARS O,1
Movies_and_TV_5,4,CG,"have not watched the dvd, but I thought it was good enough.",1
Movies_and_TV_5,3,CG,I understand that this is a movie that is very funny but it's also a movie that has a,1
Movies_and_TV_5,4,CG,"Definitely worth the watch. Not a bad movie, just not a lot of action.",1
Movies_and_TV_5,5,CG,"As a major fan of the series, I'd say this is a must for the fans of the",1
Movies_and_TV_5,5,CG,A must watch movie. Not a bad movie.Very good movie.Nice to see a couple of,1
Movies_and_TV_5,5,CG,"Awesome series, I've watched it more than once.  I've also watched it a dozen times",1
Movies_and_TV_5,4,CG,I FOUND THIS TO BE THE BEST MOVIE OF ALL TIME.  I WILL NOT RECOM,1
Movies_and_TV_5,5,CG,"very passionite,  thought provoking and entertaining.  Not for children or for those who are not",1
Movies_and_TV_5,5,CG,Michael CLarke Duncan gone too. The movie is just too cold.,1
Movies_and_TV_5,5,CG,"Great movie! After I watched it, I thought it was a great movie! I would recommend it",1
Movies_and_TV_5,5,CG,This woman rules and the woman has the authority to make decisions about her own life.,1
Movies_and_TV_5,1,CG,"Not much of a plot, but the movie is fun.

The only reason I gave this",1
Movies_and_TV_5,2,CG,"Story line wasn'the that good, it was the movie itself that made me happy.",1
Movies_and_TV_5,5,CG,"The picture quality and sound are excellent, the movie is very well presented, and the music is very",1
Movies_and_TV_5,5,CG,I bought this for my daughter.  She loves it.  She also loves the music and the,1
Movies_and_TV_5,5,CG,its great i love the old ones and i hope they continue to produce more of the same movies.,1
Movies_and_TV_5,5,CG,"Excellent. Best scenes are Fury's (Clemens) voiceover, Gwyneth Palt",1
Movies_and_TV_5,5,CG,This is the best science fiction movie I've ever seen.  I love it!  If you,1
Movies_and_TV_5,5,CG,The show is really good.  I love the movie.  The plot is really well written and,1
Movies_and_TV_5,4,CG,"I enjoyed the movie, but it has some issues.  I saw it for the first time and",1
Movies_and_TV_5,5,CG,"You find yourself rooting for the characters, the movie is filled with action, suspense, and one-",1
Movies_and_TV_5,4,OR,"This what I like in an apocalyptic environment; run, shelter, fortify.  Perfect.",0
Movies_and_TV_5,4,OR,Good Collection for Baseball Mania! Some greats packed in one sum! Love it!,0
Movies_and_TV_5,3,OR,the movie was great except the relationship with green lady and starlord.,0
Movies_and_TV_5,4,OR,reminded you of old west and details excellent to make it authentic looking.,0
Movies_and_TV_5,5,OR,This movie is as good as the first one I love them both,0
Movies_and_TV_5,5,OR,Great story. Glad we watched it. Helps to understand the plight of others.,0
Movies_and_TV_5,4,OR,"Fun classic movie. Not real deep or anything, but beautiful clothes and set.",0
Movies_and_TV_5,5,OR,I enjoy reading books and watching movies on orphans and enjoyed this DVD.,0
Movies_and_TV_5,5,OR,I already had the movie and this allowed me to get the series.,0
Movies_and_TV_5,5,OR,Love all of Wes Anderson's movies but this is one of my favorites.,0
Movies_and_TV_5,5,OR,"This is a beautiful, heartwarming story that is good for the entire family.",0
Movies_and_TV_5,4,OR,Great film.  Have not seen in years.  Looking forward to viewing.,0
Movies_and_TV_5,4,OR,This was fine but I have forgotten how soft a VHS can look,0
Movies_and_TV_5,5,OR,A great sci-fi movie to own; it is entertaing for kids to watch!,0
Movies_and_TV_5,5,OR,Among the best series I've ever watched. Wish there were many more seasons.,0
Movies_and_TV_5,5,OR,Very funny series! Just wish the entire series could be packaged as one.,0
Movies_and_TV_5,3,OR,Good acting but definitely on the darker side. I guess that's our history.,0
Movies_and_TV_5,4,OR,One of those sleepers that's a keeper. Fine Blu-ray of a minor classic.,0
Movies_and_TV_5,2,OR,*Submitted text because it's required even though just poking a star would suffice.,0
Movies_and_TV_5,5,OR,One of the best English Comedy series!! You'll wish there were more made!!!!!,0
Movies_and_TV_5,5,OR,I love these tells of fantasy that always leave u feeling great :),0
Movies_and_TV_5,4,OR,Product arrived in excellent condition.  Great story and cast.  Highly recommended.,0
Movies_and_TV_5,5,OR,Watched both The Best and Second Best.  Power actors and great storyline.,0
Movies_and_TV_5,5,OR,"Excellent quality video conversions and the music remains timeless, romantic and popular forever.",0
Movies_and_TV_5,5,OR,kick ass even though Shia is prolly a little bitch in real life.,0
Movies_and_TV_5,4,OR,"Good movie, but you need to understand the story prior to watch it.",0
Movies_and_TV_5,5,OR,This was actually a replacement. My old one was never returned to me.,0
Movies_and_TV_5,3,OR,"If you like action and Dwayne it's ok, but not for $7.00 .",0
Movies_and_TV_5,5,OR,One of the best series and movies ever made for tv! Love them!,0
Movies_and_TV_5,4,OR,Some funny lines. Not quite sure why this film has a cult following.,0
Movies_and_TV_5,5,OR,Excellent boxed set at a great price. Fast shipping too.,0
Movies_and_TV_5,5,OR,"cute, sweet romance - whitty characters that will make you laugh out loud.",0
Movies_and_TV_5,5,CG,"Only If They Had Butters (Clemens)

""The Last Man on Earth""",1
Movies_and_TV_5,5,CG,Wonderful Christmas movie. Looking forward to the next movie. Love it.,1
Movies_and_TV_5,2,CG,Basically silly movie which tries to be funny. Not too many people make it funny.,1
Movies_and_TV_5,5,CG,Love it. One of the best. Great movie!Very good movie.,1
Movies_and_TV_5,5,CG,Thought I'd seen the first time. The movie is just too slow. There is a lot,1
Movies_and_TV_5,5,CG,"My grandchildren had never seen this movie, and we loved it.  This is a must see.",1
Movies_and_TV_5,5,CG,"very moving movie great acting, an entertaining story, and a great plot.  I recommend it.",1
Movies_and_TV_5,5,CG,"Who doesn't Love Jaws on TV?""

""When I saw this film, I was",1
Movies_and_TV_5,5,CG,War movie full of famous actors. The movie is a good one. If you are a fan of,1
Movies_and_TV_5,5,CG,Exceptional storyline and acting that makes it worth the purchase. I will keep this in mind as the,1
Movies_and_TV_5,5,CG,Great transaction!  Very fast delivery.  Love the show!  Great for kids!Very good,1
Movies_and_TV_5,4,CG,"Pretty good. Intense in parts, but the story is just too slow.",1
Movies_and_TV_5,5,CG,A lot more fun and more interesting than the first. I will admit that I thought this movie was,1
Movies_and_TV_5,4,CG,Good action movie!!!  It's a real shame the movie is not in HD!  I would,1
Movies_and_TV_5,2,CG,"I didn't like the flow of the movie.  The characters were boring, the acting was horrible",1
Movies_and_TV_5,5,CG,One of the best movies of the year.  Not for everyone.  But I was pretty impressed,1
Movies_and_TV_5,5,CG,"the movie did not come close to the quality of the theatrical release.

The movie has a",1
Movies_and_TV_5,5,CG,"Excellent, was what I wanted.  The movie was a good one.  The acting was good",1
Movies_and_TV_5,5,CG,"Good old Randolph Scott western, an entertaining movie, and a great deal of fun.Very good.",1
Movies_and_TV_5,5,CG,EXCELLENT FOR MARRIED COUPLES!! SINGLE LOTS OF ACTION,1
Movies_and_TV_5,4,CG,"the first part is pretty good, and the second part is pretty boring).  I was hoping to",1
Movies_and_TV_5,5,CG,I really enjoyed this series.  I love the movie.  The plot is just a little too,1
Movies_and_TV_5,5,CG,"Really good movie. But then, it's just a bit too much.",1
Movies_and_TV_5,5,CG,"This is a Great movie, an entertaining movie, and I will watch it again.Very good.",1
Movies_and_TV_5,5,CG,I absolutely love Camelot!  I have watched the movie many times and I always enjoyed the movie,1
Movies_and_TV_5,5,CG,Really liked the movie and it has the quality of a good movie.love it!Very good.,1
Movies_and_TV_5,5,CG,Pretty good movie. Action packed. Not an easy movie to watch but it's fun to watch.,1
Movies_and_TV_5,1,CG,Not for normal people to enjoy. The movie is just too graphic. There is a lot of blood,1
Movies_and_TV_5,1,CG,New age poop. Judi Dench plays an older woman who is trying to save her son's,1
Movies_and_TV_5,5,CG,Great fun from an indie film. The story is a good one. If you are a fan of,1
Movies_and_TV_5,5,OR,Exellent acting/performances by the leads.  I'm definitely hooked on the story line too!,0
Movies_and_TV_5,4,OR,I enjoyed this movie the acting was pretty good and so was the story.,0
Movies_and_TV_5,5,OR,So many laughs.  For someone who liked Seinfeld this is a wonderful sequel.,0
Movies_and_TV_5,5,OR,My favorite Star Trek of all.  Not one bad season in the bunch,0
Movies_and_TV_5,4,OR,Classic film! My Grandmothers favorite now one of mine! Came quick and packed well!,0
Movies_and_TV_5,5,OR,WHO DOES NOT LIKE HENRY WINKLER.  IT IS JUST ONE ON MY FAVORITES.,0
Movies_and_TV_5,1,OR,Terrible. Halfway through the plot is still unclear. The whole thing just needs help.,0
Movies_and_TV_5,5,OR,Great story line. Jet Li played an excellent role. Full of action and comedy.,0
